1971 44 18
1972 43 19
1973 42 20
1974 41 21
1975 40 22
1976 39 23
1977 38 24
1978 37 25
1979 36 26
1980 35 27
1981 34 28
1982 33 29
1983 32 30
1984 31 31
1985 30 32
1986 29 33
1987 28 34
1988 27 35
1989 26 36
1990 25 37
1991 24 38
1992 23 39
1993 22 40
1994 21 41
1995 20 42
1996 19 43
1997 18 44
1998 17 45
1999 16 46
2000 15 47
2001 14 48
2002 13 49
2003 12 50
2004 11 51
2005 10 52
2006 9 53
2007 8 54
2008 7 55
2009 6 56
2010 5 57
2011 4 58
2012 3 59
2013 2 60
2014 1 61
2015 0 62
2016 63 0
2017 62 1
2018 61 2
2019 60 3
2020 59 4
2021 58 5
2022 57 6
2023 56 7
2024 55 8
2025 54 9
2026 53 10
2027 52 11
2028 51 12
2029 50 13
2030 49 14
2031 48 15
2032 47 16
2033 46 17
2034 45 18
2035 44 19
2036 43 20
2037 42 21
2038 41 22
2039 40 23
2040 39 24
2041 38 25
2042 37 26
2043 36 27
2044 35 28
2045 34 29
2046 33 30
2047 32 31
2048 31 32
2049 30 33
2050 29 34
2051 28 35
2052 27 36
2053 26 37
2054 25 38
2055 24 39
2056 23 40
2057 22 41
2058 21 42
2059 20 43
2060 19 44
2061 18 45
2062 17 46
2063 16 47
2064 15 48
2065 14 49
2066 13 50
2067 12 51
2068 11 52
2069 10 53
2070 9 54
2071 8 55
2072 7 56
2073 6 57
2074 5 58
2075 4 59
2076 3 60
2077 2 61
2078 1 62
2079 0 63
2080 64 0
2081 63 1
2082 62 2
2083 61 3
2084 60 4
2085 59 5
2086 58 6
2087 57 7
2088 56 8
2089 55 9
2090 54 10
2091 53 11
2092 52 12
2093 51 13
2094 50 14
2095 49 15
2096 48 16
2097 47 17
2098 46 18
2099 45 19
2100 44 20
2101 43 21
2102 42 22
2103 41 23
2104 40 24
2105 39 25
2106 38 26
2107 37 27
2108 36 28
2109 35 29
2110 34 30
2111 33 31
2112 32 32
2113 31 33
2114 30 34
2115 29 35
2116 28 36
2117 27 37
2118 26 38
2119 25 39
2120 24 40
2121 23 41
2122 22 42
2123 21 43
2124 20 44
2125 19 45
2126 18 46
2127 17 47
2128 16 48
2129 15 49
2130 14 50
2131 13 51
2132 12 52
2133 11 53
2134 10 54
2135 9 55
2136 8 56
2137 7 57
2138 6 58
2139 5 59
2140 4 60
2141 3 61
